shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3586044311523,-83.0733413696289,138
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3586616516113,-83.073371887207,139
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3586616516113,-83.0733795166016,140
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3586959838867,-83.0734100341797,141
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3589324951172,-83.0735321044922,142
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3593711853027,-83.0735244750977,143
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3598594665527,-83.0731658935547,144
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3602828979492,-83.0726013183594,145
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3608627319336,-83.0722274780273,146
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.361400604248,-83.0723495483398,147
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.361888885498,-83.072624206543,148
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3622550964355,-83.0727233886719,149
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3623390197754,-83.0727310180664,150
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3624305725098,-83.07275390625,151
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.362850189209,-83.0729675292969,152
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3633232116699,-83.0732345581055,153
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3638191223145,-83.0735244750977,154
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3643112182617,-83.0738143920898,155
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3647842407227,-83.0740814208984,156
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3652496337891,-83.074348449707,157
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3654289245605,-83.0745697021484,158
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3652877807617,-83.0749740600586,159
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3650741577148,-83.0756301879883,160
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.364860534668,-83.076286315918,161
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3647117614746,-83.0767440795898,162
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3646965026855,-83.0767822265625,163
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3646965026855,-83.076774597168,164
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3646926879883,-83.076774597168,165
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3646926879883,-83.076774597168,166
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.364688873291,-83.076774597168,167
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3646125793457,-83.0768508911133,168
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3642692565918,-83.0767517089844,169
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3638648986816,-83.0765914916992,170
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3638191223145,-83.0763702392578,171
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.363941192627,-83.0759963989258,172
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3640670776367,-83.0755920410156,173
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3641929626465,-83.075309753418,174
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3642120361328,-83.0752487182617,175
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3642158508301,-83.0752105712891,176
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3642196655273,-83.0751800537109,177
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3642196655273,-83.0751647949219,178
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3642272949219,-83.0751419067383,179
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3642234802246,-83.0751342773438,180
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3642196655273,-83.0751266479492,181
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3642120361328,-83.0751266479492,182
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3642082214355,-83.0751266479492,183
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3642120361328,-83.0751190185547,184
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3642158508301,-83.0751113891602,185
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3642120361328,-83.0751037597656,186
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3642044067383,-83.0750885009766,187
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3641967773438,-83.075080871582,188
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3641929626465,-83.0750961303711,189
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.364185333252,-83.0751037597656,190
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3641929626465,-83.0750885009766,191
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3641815185547,-83.075080871582,192
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3641815185547,-83.075080871582,193
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.364185333252,-83.075080871582,194
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3641929626465,-83.0751037597656,195
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3641967773438,-83.0751113891602,196
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3642044067383,-83.0751266479492,197
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3642082214355,-83.0751342773438,198
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3642082214355,-83.0751419067383,199
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3642044067383,-83.0751342773438,200
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.364200592041,-83.0751190185547,201
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.364200592041,-83.0751037597656,202
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3641967773438,-83.075080871582,203
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3641967773438,-83.075065612793,204
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.364200592041,-83.0750579833984,205
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3642044067383,-83.0750427246094,206
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.364200592041,-83.0750350952148,207
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3641967773438,-83.0750198364258,208
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3641929626465,-83.0750274658203,209
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3641891479492,-83.0750274658203,210
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3641815185547,-83.0750274658203,211
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3641738891602,-83.0750274658203,212
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3641777038574,-83.0750427246094,213
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3641815185547,-83.0750427246094,214
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3641815185547,-83.0749969482422,215
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3642501831055,-83.0747604370117,216
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.364372253418,-83.0744247436523,217
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3644599914551,-83.074104309082,218
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3644866943359,-83.0739822387695,219
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3644981384277,-83.07373046875,220
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3646469116211,-83.0732498168945,221
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3647651672363,-83.0728988647461,222
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3647651672363,-83.0728912353516,223
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3647613525391,-83.0728912353516,224
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3647537231445,-83.0728759765625,225
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.364803314209,-83.0727462768555,226
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.364860534668,-83.0725555419922,227
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3649749755859,-83.0721588134766,228
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3650817871094,-83.0718688964844,229
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3650436401367,-83.0717163085938,230
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3647308349609,-83.071533203125,231
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3643226623535,-83.0713119506836,232
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3640480041504,-83.0711822509766,233
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.363941192627,-83.0711135864258,234
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3635749816895,-83.0709228515625,235
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3630409240723,-83.0706329345703,236
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3625907897949,-83.0703964233398,237
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3621559143066,-83.0701599121094,238
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3617324829102,-83.0699310302734,239
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3613624572754,-83.0697250366211,240
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3611068725586,-83.0695953369141,241
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3610534667969,-83.0695724487305,242
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.361011505127,-83.0695190429688,243
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.360767364502,-83.0693664550781,244
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3604049682617,-83.0691604614258,245
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3600769042969,-83.0689697265625,246
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3596496582031,-83.068733215332,247
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3591995239258,-83.068473815918,248
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3587684631348,-83.0682373046875,249
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3583068847656,-83.0679931640625,250
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3578605651855,-83.0677719116211,251
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3575782775879,-83.067626953125,252
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3575553894043,-83.0676116943359,253
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.357551574707,-83.0676040649414,254
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3575172424316,-83.0675659179688,255
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3573112487793,-83.0674133300781,256
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3569602966309,-83.0672378540039,257
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3565673828125,-83.0670318603516,258
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3562393188477,-83.0668487548828,259
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3561477661133,-83.0667877197266,260
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3559646606445,-83.0666656494141,261
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3556518554688,-83.0664978027344,262
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3555946350098,-83.0664596557617,263
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.355598449707,-83.0664672851563,264
8b7fe932-b515-432c-8c64-7adbcec53e09-PATH,42.3556060791016,-83.0664749145508,265
